58463 2015   01   251213000E305300N   46   56  105  10531-------1111-1-111-1111111111-------V1.00---------------------------------------------------------------------------------------------------------------------------------------------------------------
2012 125  23 125  24 123  33------------00000000--------00000000 105----------------  85 108  8110214----  72----  87  96  99  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2013 124  26 126  24 124  34------------00000000--------00000000 105----------------  85 108  8110214----  71----  86  96  99  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2014 126  23 125  23 127  31------------00000000--------00000000 104----------------  85 107  8010214----  70----  86  96  99  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2015 124  23 125  23 121  30------------00000000--------00000000 104----------------  85 107  8010214----  71----  86  96  99  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2016 123  22 126  23 125  31------------00000000--------00000000 104----------------  85 107  8010214----  71----  86  96  99  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2017 123  21 125  23 120  25------------00000000--------00000000 104----------------  85 107  8010214----  72----  86  96  99  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2018 124  22 125  22 128  31------------00000000--------00000000 104----------------  85 107  8010214----  71----  86  96  99  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2019 126  22 125  22 124  27------------00000000--------00000000 104----------------  86 108  8210214----  71----  86  96  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2020 121  25 124  23 119  43------------00000000--------00000000 104----------------  86 108  8210213----  71----  86  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2021 127  27 124  24 134  28------------00000000--------00000000 104----------------  85 107  8010213----  70----  86  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2022 129  24 124  23 123  34------------00000000--------00000000 104----------------  85 107  8010213----  70----  85  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2023 125  28 125  24 127  44------------00000000--------00000000 104----------------  86 108  8210213----  70----  85  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2024 129  28 125  24 130  31------------00000000--------00000000 104----------------  86 108  8210213----  71----  85  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2025 126  22 125  24 122  30------------00000000--------00000000 104----------------  86 108  8210213----  71----  85  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2026 124  21 125  24 126  33------------00000000--------00000000 103----------------  86 108  8110213----  71----  85  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2027 123  22 125  24 119  28------------00000000--------00000000 103----------------  86 108  8110212----  70----  85  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2028 120  26 124  25 120  49------------00000000--------00000000 103----------------  86 108  8110212----  70----  85  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2029 121  31 124  26 122  45------------00000000--------00000000 104----------------  86 108  8210212----  70----  85  95  98  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2030 120  32 124  26 117  45------------00000000--------00000000 104----------------  86 108  8210212----  70----  85  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2031 120  32 123  27 123  43------------00000000--------00000000 104----------------  86 108  8210212----  71----  85  95  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2032 121  30 122  27 119  40------------00000000--------00000000 104----------------  86 108  8210212----  72----  84  94  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2033 121  28 122  27 123  39------------00000000--------00000000 104----------------  86 108  8210212----  72----  84  94  98  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2034 120  25 121  27 116  33------------00000000--------00000000 104----------------  86 108  8210212----  71----  84  94  98  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2035 119  27 121  28 122  40------------00000000--------00000000 104----------------  86 108  8210212----  71----  84  94  98  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2036 118  32 120  29 114  46------------00000000--------00000000 104----------------  86 108  8210212----  72----  84  94  98  95-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2037 117  31 120  30 120  40------------00000000--------00000000 104----------------  86 108  8210212----  72----  84  94  98  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2038 118  29 119  29 115  36------------00000000--------00000000 104----------------  86 108  8210212----  71----  84  94  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2039 116  27 119  29 117  34------------00000000--------00000000 104----------------  86 108  8210212----  70----  84  94  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2040 116  29 118  29 116  37------------00000000--------00000000 104----------------  86 108  8210212----  69----  84  94  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2041 122  27 119  28 128  33------------00000000--------00000000 104----------------  86 108  8210212----  70----  84  94  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2042 123  26 119  28 117  35------------00000000--------00000000 104----------------  86 108  8210212----  70----  84  94  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2043 116  29 118  28 115  38------------00000000--------00000000 104----------------  86 108  8210212----  69----  84  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2044 117  30 118  29 118  43------------00000000--------00000000 104----------------  86 108  8210212----  69----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2045 121  27 118  28 123  37------------00000000--------00000000 104----------------  86 108  8210212----  69----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2046 124  29 119  28 124  49------------00000000--------00000000 104----------------  86 108  8210212----  70----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2047 122  28 119  28 120  37------------00000000--------00000000 104----------------  86 108  8210212----  71----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2048 117  26 119  28 115  44------------00000000--------00000000 104----------------  86 108  8210212----  71----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2049 116  27 119  28 118  36------------00000000--------00000000 104----------------  86 108  8210212----  72----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2050 125  26 121  27 131  31------------00000000--------00000000 104----------------  86 108  8210212----  72----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2051 126  23 120  27 122  25------------00000000--------00000000 104----------------  86 108  8210212----  72----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2052 124  22 121  26 126  41------------00000000--------00000000 104----------------  86 108  8210213----  72----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2053 122  22 121  26 118  36------------00000000--------00000000 104----------------  86 108  8210213----  70----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2054 123  20 123  24 129  28------------00000000--------00000000 104----------------  86 108  8210213----  70----  83  93  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2055 133  22 124  24 138  34------------00000000--------00000000 103----------------  86 108  8110212----  71----  83  92  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2056 143  23 126  23 148  26------------00000000--------00000000 104----------------  86 108  8210213----  70----  82  92  97  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2057 142  19 128  23 136  24------------00000000--------00000000 104----------------  86 108  8210213----  70----  82  92  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2058 135  19 130  22 135  32------------00000000--------00000000 103----------------  86 108  8110213----  71----  82  92  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2059 132  21 131  21 130  32------------00000000--------00000000 104----------------  87 110  8310213----  71----  82  92  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2100 137  22 132  21 143  34------------00000000--------00000000 104----------------  87 110  8310213----  71----  82  92  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2101 138  24 134  21 133  37------------00000000--------00000000 104----------------  87 110  8310213----  70----  82  92  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2102 134  30 135  22 136  39------------00000000--------00000000 104----------------  87 110  8310213----  69----  82  92  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2103 140  32 137  23 143  40------------00000000--------00000000 104----------------  87 110  8310213----  69----  82  92  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2104 143  32 138  25 142  48------------00000000--------00000000 105----------------  87 110  8410213----  70----  82  92  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2105 143  33 139  26 144  42------------00000000--------00000000 105----------------  87 110  8410213----  71----  82  92  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2106 144  31 139  27 143  44------------00000000--------00000000 105----------------  87 110  8410213----  72----  82  92  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2107 145  27 140  27 146  36------------00000000--------00000000 106----------------  86 110  8410213----  72----  82  91  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2108 144  25 140  28 141  32------------00000000--------00000000 106----------------  86 110  8410213----  71----  82  91  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2109 140  29 141  29 138  47------------00000000--------00000000 106----------------  86 110  8410212----  71----  82  91  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2110 142  34 141  30 147  46------------00000000--------00000000 106----------------  86 110  8410212----  71----  82  91  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2111 141  33 142  31 136  38------------00000000--------00000000 106----------------  86 110  8410212----  72----  82  91  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N1111NNNNNNNNNNNNNNNNN
2112 136  32 142  31 137  46------------00000000--------00000000 106----------------  86 110  8410212----  72----  81  91  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2113 146  38 143  32 154  55------------00000000--------00000000 106----------------  86 110  8410212----  72----  81  91  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2114 148  39 143  32 142  39------------00000000--------00000000 106----------------  86 110  8410212----  73----  81  91  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2115 141  34 142  33 140  52------------00000000--------00000000 106----------------  86 110  8410212----  73----  81  91  96  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2116 141  35 142  33 143  42------------00000000--------00000000 106----------------  86 110  8410212----  72----  81  91  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2117 146  33 143  34 149  46------------00000000--------00000000 106----------------  86 110  8410212----  72----  81  91  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2118 147  32 143  34 144  45------------00000000--------00000000 106----------------  86 110  8410212----  73----  81  91  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2119 143  31 143  34 142  41------------00000000--------00000000 106----------------  86 110  8410212----  73----  81  91  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2120 141  31 143  34 141  39------------00000000--------00000000 106----------------  86 110  8410212----  73----  81  91  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2121 143  31 144  33 145  44------------00000000--------00000000 106----------------  86 110  8410212----  73----  81  90  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2122 141  31 144  34 137  51------------00000000--------00000000 106----------------  86 110  8410212----  73----  81  90  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2123 140  29 142  32 142  44------------00000000--------00000000 106----------------  86 110  8410212----  73----  81  90  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2124 140  27 142  31 139  45------------00000000--------00000000 106----------------  86 110  8410212----  72----  81  90  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2125 137  27 142  30 136  36------------00000000--------00000000 105----------------  86 109  8310212----  71----  81  90  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2126 141  27 142  30 147  36------------00000000--------00000000 105----------------  86 109  8310212----  71----  81  90  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2127 143  28 141  29 139  39------------00000000--------00000000 105----------------  86 109  8310212----  71----  81  90  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2128 137  28 140  29 136  35------------00000000--------00000000 105----------------  86 109  8310212----  71----  81  90  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2129 136  24 140  28 137  34------------00000000--------00000000 105----------------  86 109  8310212----  70----  81  90  95  94-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2130 137  24 139  27 137  31------------00000000--------00000000 105----------------  86 109  8310212----  70----  81  90  95  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2131 136  26 138  27 134  34------------00000000--------00000000 105----------------  86 109  8310211----  70----  81  90  95  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2132 133  23 138  26 132  24------------00000000--------00000000 104----------------  86 108  8210212----  70----  81  90  95  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2133 131  21 137  25 131  31------------00000000--------00000000 104----------------  86 108  8210212----  70----  81  90  95  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2134 129  25 136  25 127  39------------00000000--------00000000 104----------------  86 108  8210212----  70----  80  90  95  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2135 129  25 135  25 130  34------------00000000--------00000000 104----------------  87 110  8310212----  69----  80  90  95  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2136 141  22 135  24 151  35------------00000000--------00000000 104----------------  87 110  8310213----  70----  80  89  95  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2137 144  23 135  24 137  43------------00000000--------00000000 104----------------  87 110  8310213----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2138 137  26 135  24 137  40------------00000000--------00000000 104----------------  87 110  8310213----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2139 136  29 135  25 134  51------------00000000--------00000000 104----------------  87 110  8310212----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2140 137  31 135  26 140  46------------00000000--------00000000 104----------------  87 110  8310212----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2141 136  28 135  25 132  32------------00000000--------00000000 104----------------  87 110  8310213----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2142 135  23 136  26 137  34------------00000000--------00000000 104----------------  87 110  8310212----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2143 138  28 136  27 139  44------------00000000--------00000000 104----------------  87 110  8310212----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2144 136  35 137  28 133  50------------00000000--------00000000 104----------------  87 110  8310212----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2145 135  35 138  29 137  47------------00000000--------00000000 105----------------  87 110  8410212----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2146 135  31 136  29 133  37------------00000000--------00000000 104----------------  87 110  8310212----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2147 139  34 137  31 145  52------------00000000--------00000000 104----------------  87 110  8310212----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2148 144  36 137  31 143  47------------00000000--------00000000 105----------------  87 110  8410212----  70----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2149 141  27 138  30 139  33------------00000000--------00000000 105----------------  87 110  8410212----  69----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2150 140  21 138  29 142  33------------00000000--------00000000 105----------------  87 110  8410212----  69----  80  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2151 139  23 138  29 136  32------------00000000--------00000000 104----------------  87 110  8310212----  70----  79  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2152 136  25 138  30 135  35------------00000000--------00000000 104----------------  87 110  8310212----  69----  79  89  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2153 136  27 138  29 137  37------------00000000--------00000000 104----------------  87 110  8310212----  69----  79  88  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2154 141  26 139  28 145  32------------00000000--------00000000 104----------------  87 110  8310212----  68----  79  88  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2155 137  25 138  27 129  34------------00000000--------00000000 104----------------  87 110  8310211----  68----  79  88  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2156 138  28 140  27 147  36------------00000000--------00000000 104----------------  87 110  8310211----  68----  79  88  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2157 141  27 139  26 134  34------------00000000--------00000000 104----------------  87 110  8310211----  68----  79  88  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2158 131  26 137  25 128  37------------00000000--------00000000 104----------------  87 110  8310211----  67----  79  88  94  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2159 128  26 136  26 128  33------------00000000--------00000000 104----------------  87 110  8310210----  67----  79  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2200 128  23 135  26 127  30------------00000000--------00000000 103----------------  87 109  8210210----  66----  79  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2201 128  24 134  26 128  31------------00000000--------00000000 103----------------  87 109  8210210----  66----  79  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2202 132  25 134  26 137  40------------00000000--------00000000 103----------------  87 109  8210210----  66----  79  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2203 137  30 134  26 137  38------------00000000--------00000000 103----------------  87 109  8210210----  65----  79  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2204 136  29 133  26 135  34------------00000000--------00000000 103----------------  87 109  8210210----  67----  79  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2205 137  25 134  26 139  30------------00000000--------00000000 103----------------  87 109  8210210----  66----  79  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2206 138  25 133  26 137  33------------00000000--------00000000 103----------------  87 109  8210209----  67----  79  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2207 135  25 133  26 132  43------------00000000--------00000000 103----------------  87 109  8210209----  66----  79  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2208 134  24 134  25 136  27------------00000000--------00000000 103----------------  87 109  8210209----  67----  78  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2209 138  24 135  26 139  31------------00000000--------00000000 103----------------  87 109  8210209----  67----  78  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2210 140  27 136  26 141  34------------00000000--------00000000 103----------------  87 109  8210209----  68----  78  88  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2211 143  29 138  27 144  43------------00000000--------00000000 103----------------  87 109  8210209----  68----  78  87  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2212 142  27 138  26 140  27------------00000000--------00000000 103----------------  87 109  8210209----  66----  78  87  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2213 140  28 138  26 140  47------------00000000--------00000000 103----------------  87 109  8210209----  67----  78  87  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2214 143  30 139  27 146  39------------00000000--------00000000 103----------------  87 109  8210209----  67----  78  87  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2215 141  31 139  27 136  51------------00000000--------00000000 104----------------  87 110  8310209----  68----  78  87  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2216 139  32 140  28 143  44------------00000000--------00000000 104----------------  87 110  8310209----  67----  78  87  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2217 141  32 140  29 138  42------------00000000--------00000000 104----------------  87 110  8310208----  66----  78  87  93  93-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
