58463 2015   12   141213000E305300N   46   56  105    031-------1111-1-111-1111111111-------V1.00---------------------------------------------------------------------------------------------------------------------------------------------------------------
2137 319  26 319  24 314  31------------00000000--------00000000  78----------------  89  94  6110239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2138 318  24 318  24 323  31------------00000000--------00000000  78----------------  89  94  6110239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2139 322  24 319  25 320  30------------00000000--------00000000  78----------------  89  94  6110239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2140 325  26 321  26 329  32------------00000000--------00000000  78----------------  89  94  6110239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2141 330  24 321  25 331  34------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2142 328  19 322  24 324  28------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2143 322  21 322  25 319  37------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2144 311  22 321  24 302  31------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2145 305  22 319  24 307  32------------00000000--------00000000  78----------------  89  94  6110239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2146 312  22 319  23 316  25------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2147 316  16 319  22 316  15------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2148 322  16 319  21 328  26------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2149 317  18 318  20 306  23------------00000000--------00000000  78----------------  89  94  6110238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
